path,transcription
./data/1692748253740727-1.mp3," well the type of films I like is called She is a man it was it was showed in the movie for I think it's about 16 years ago it's American film and Here I love the characters the actor and actress they both And they were they both excellent actors and the reason that I like them because this movie is a type of comedy and movie that made me laugh a lot and I can say I watched it many many times, it's about maybe five times. And I often watch the film when I have free time and when I'm on holiday. And my friend, I also recommend to my friend to watch this film. Also because she's a film lover as I am, as I do. And then I love to talk about that film with her because we all know the the storyline of the film."
./data/1692748253740135-1.mp3," Well, so basically I Don't do the like painting and drawing but I like I'm taking photographs If I talk about the photograph basically photo like taking photographs is one of my habit I normally do it during the weekend Because it would feel like, feel my memory with precious memories that I have done with people at the previous time. Moreover, it is very convenient for me to take pictures of photographs since nowadays we're using genealogy stuff and so that we can take photo where we want and whenever we want and moreover we can keep it Easily if you're talking about drumming and painting, I think it's very difficult. We need to learn it We need to spend a lot of time to be a good drawer and painter I don't think I'm good at at drawing and painting and I feel like it's quite bored. It's quite boring to draw and paint. Moreover, like it's hard to keep those kind of stuff and being the learn of money to buy different kind of stuff. So then we need to spend more time than just to take pictures. Basically, nowadays I keep my pictures and photos in my phones and my laptops. Or the drive, nowadays we have this special package from the website like Google Drive or something, which we have tons of space to keep the photos. So it will be easier for me to keep the photo there and all. And also it is safer than anything else. We can keep it for a very long time, we can share it to whoever we want and we can look it back if we have free time or want to revise our memory."
./data/1692751298358255-1.mp3," I believe the people who spend their entire lives in one place are the middle class people who cannot afford to go to places for a better life. But the people who move a number of times and search for a better life are the people who could afford such things, who could go from country to country to live a better life. They have enough money so they could afford going from one place to another in search of a better and a luxurious life. But people who could not afford such things, they spend their entire lives in one place."
./data/1692747862784419-1.mp3," I prefer a hotel room than Airbnb because from younger till now I have only visit a hotel room or stay in a hotel room. The most important things when choosing a place to stay is that looking for the best option, the best prices and also the cleanliness, the hygiene and the security of it. As I remember, my last vacation was in Cambodia. The place was good for me. The price was a bit high but it is also acceptable since the place is actually a bit luxurious."
./data/1692747862784513-1.mp3, I would take backpack around the world for a year because I would love to see the whole world and not just a place on a cruise ship. But the advantage is that I get to try every cuisine in the world. But it would be hard to backpack all over the world if it became slow.
./data/1692748253740131-1.mp3," A lot of people believe that you can judge a person accurately based on their first impression that they make on you. However, I'm of the opposite opinion. I don't think that you can judge a person based on just one meeting. I think that you have to see a person in a multitude of various contexts in order to see what they're like in different situations before you can really get a whole picture of the person. Just as an example, I could think of people that I work with who maybe seem a bit standoffish or reserved, but that's just their office persona. You meet them outside of work in a more social setting and you see them more comfortable and come alive and in fact find out that the person that you thought was a bit rude, dismissive or condescending is actually quite warm, affectionate and affable once you get them in the right context. So it's really not a great idea to judge someone based on the first impression that you get of them."
./data/1692747862784476-1.mp3," I like him because for my favorite actors is Lim Min Ho, he's kind of Korean actor that have been act for 15 or 20 years. He's kind of good person, he's a patient people, he take care of others, he post even he's a famous people. But his personality is kind of good and has a good ability."
./data/1692747862784689-1.mp3," People should start living on their own at the age of 18 years or older because it will make people create more critical thinking and they would care a lot about the money, safety"
./data/1692751298358649-1.mp3, My favorite clothes is jeans and a crop top. I love to wear it because it is very comfortable and I think it is very appropriate according to every place I go. And yeah I like it because both of it are comfortable to wear.
./data/1692751298358421-1.mp3, I do not like to play video games because I don't like playing digital games. I like playing something which is related outdoors like badminton or table tennis or any other game which requires someone to step out of their homes and staying inside and playing video games is not my thing.
./data/1692748253740741-1.mp3," So I would like to introduce my friend, Bora. So actually he is tall with short curly hair. He's a bit slim but recently he's been training in the gym so he looks more fit now. Actually we share a lot of things in common. Sometimes we love hanging out, having drinks in the pubs. Of course we love playing football. Every weekend we love kicking the ball near the suburb across my home. We love spending much time in the football pitch. Of course, I pretty like him because we really appreciate each other. On top of that, I really really love his personality alongside with his kindness and understanding."
./data/1692751298358267-1.mp3," I used to live in Durga pur, but now that I am in college, I live in Kolkata near Deshupriya Park. I can't say I hate the place where I live, but I don't like it either. It is Kolkata as you know is filled with concrete and not and there are not many trees there. So it's nice but"
./data/1692751298358502-1.mp3, what kinds of floats do you usually wear
./data/1692751298358446-1.mp3," The basic problem that we would face while moving to a new country is the day-to-day expenses and I think to solve that issue, to deal with that, I would look for a job which would pay my day-to-day working expenses."
./data/1692748253740286-1.mp3," My favorite singer is Taylor Swift. She is American as I know. I like her music for the fact that it is original. She writes her own music, much like it's inspired by her own experience. What I like most about her music is that it just reflects on reality mostly and it's very flatly and realistic."
./data/1692748253740486-1.mp3," If I were given a chance to see a family member from the past, I would choose my grandmother because she had taken care of me very much when I was young and she had everything she had with me and whenever I had like issues or problems with my parents, she would be the first one that I went to. There would be a lot of things that I would like to say to her. Especially I would tell her that I've always loved her so much and I've always missed her. I was blessed to have her as my grandmother."
./data/1692748253740707-1.mp3," So I own one piece of clothes which is a pink floral dress. Well, I bought that like three months ago. It was because I had to perform on a singing competition. And well, it was only five dollars. I bought that bought at the grocery store. The reason I am obsessed with that is that it has the very good quality. I like the design. When I wore it, it made me look like a princess in a fairy tale."
./data/1692751298358501-1.mp3," I would like to talk about the differences between living in a household and living in an apartment. So according to me living in a house is not more expensive than living in apartments. In my country, houses are more common than apartments. I live in a house. I would prefer to live in both. A house will give you a feeling of your own ownership, but if you live in an apartment, it will be alone without any neighbors without any kind of community also in apartments there are a lot of facilities which are not possible in house"
./data/1692748253740653-1.mp3," Alright, um so I like to know I will start off by talking about my favorite TV show and my favorite TV show is none other than a Master Chef America so the show is about"
./data/1692751298358510-1.mp3," Young people should live on their own by the age of 20, 21 by the time they graduate. And I think this is my opinion because by the time that they graduate, I think they are, you know, an enough adult and, you know, they're in enough maturity to take their own life decisions and live with themselves. And it's really an essential part that they, you know, they live with themselves so live with themselves so that they can know what they are and they can take further life decisions for themselves. Most people in my country would not agree with that because an agreeable age to live without your parents is when you're 25 and for girls it's when they get married. I would definitely would want to start living on my own when I graduate by the age of 21."
./data/1692748253740742-1.mp3," Living in a house is easier than living in an apartment because it doesn't have so many floors. Living in an apartment is very difficult because you have to climb up the stairs from one place to another. In my country, which is Cambodia, most people live in houses because houses are much easier to build and they're cheaper. Now currently I'm living in a house. I share the house with my family and also my extended family members. I prefer to live in a house because we can have a barbecue outside the house and it's convenient for children to run around and play with their peers."
./data/1692748253740788-1.mp3," Talking about friendship, what are the most correct, most characteristic? Making friends, first of all, we need to take a look at their personality. If they are sociable or friendly with you and they are helpful, yeah can be your good friends. But if some friend like to ask you for money, borrow your money or asking you to go for a walk, spend a lot of money on gambling or drinking beers, it's not good. So it's a better idea to find good friends rather than just having a lot of friends who are always asking you to go out to the nightclub or drinking beers every time and like to spend lots of money. So it's good to have a good friend. Thank you so much."
./data/1692748253740912-1.mp3," I think we should try to narrow the gap between the have and the have not because this is to reduce the inequality in the society. Like if, for example, let's say we have a big gap between the rich and the poor and let's say the rich will just become richer and richer whereas the poor will become poorer and poorer. So the poor might see it as a very unfair society that they are currently living in. So of course in order to become transparent about that, we should try to narrow the gap and then maybe the society could create employment, especially for the unemployed or those who are poor, like try to provide them a job instead of let them be unemployed. And the government needs to make sure that there is a very stable political society. Probably like there is no unrest, political unrest in the country that they are living in. For example in Myanmar, there's always a fight between the government and their citizens. So it seems like it's not ideal. So yeah."
./data/1692751298358732-1.mp3, So personally I do not like to play video games because I The more you watch that screen the more it it causes headache So and also it is a huge addiction once you start playing video games. You'll not be able to come out of it So I do not like to play video games
./data/1692751298358966-1.mp3," I believe that judging others too quickly is wrong. First impressions are not inherently one's best impressions as has been experienced by me. For example, a person that might be meeting new people in their workplace or educational institute might come off as off-putting or shy or not quite interesting due to their own dilemmas and thoughts but once we get to know them, they will be the most interesting person we have met. It's all about perception and getting to know a person by giving them the time to explain themselves, not quite judging them on the first impressions they have."
./data/1692751298358884-1.mp3, My first most immediate reaction would be to ask the hostess whether there are any tables which are unoccupied and if there are any unoccupied tables then we would like to sit over there and I would expect if there aren't any free or unoccupied tables at the restaurant that an apology be issued from the restaurant to my email and that's about it
./data/1692849194520981-1.mp3," So nowadays I can see that there's an emerging blurring in the differences between the roles of man and woman in one family. I think there should not be set to the particular stereotypes toward the genders. So I think that woman can be excelled at her, I mean her experts rather than her husbands and she can make more money than her partner. So it's not, I mean, important to consider whether he or she is a woman or a man. It's more crucial to consider the individual's perspectives or individual's competencies toward their work and toward their role in the family. And I can see different kinds of changes are occurring in my country too. So women do not hesitate or reluctant to go outside to do their works. And sometimes we can see on the television or on the Instagram or YouTube channels, like women who is highly appreciated in her company. So I think that the differences of the two gender no longer suitable. I mean, dividing these differences of gender is no longer suitable in these eras. I believe it can be to roll as a superwoman or a supermother in my family in the future. I'm anticipating to my future works"
./data/1692849194520289-1.mp3," I think city is better because I love some techniques and some state-of-the-art machines and I like some I like vehicle like bus subway which allows me to Drive me anywhere without car driver license. So I think city is easy to leave and the benefit of the place of the city is there's a lot of benefit and plenty of benefits. And as I told you, I can reach a lot of infrastructure such as hospitals, subway, metro, buses, trains. It allows me to go anywhere without driver's license or some boring tasks. And I like shopping, so that could be a main reason to choose city rather than countryside yeah I like shopping so much and I like um Gourmet yeah that is kind of shopping and the worst thing about the place I choose is definitely air pollution and noise yeah and worst things to do these days. The pollution and noise make people annoying and tired. So that is the worst thing about living in the city."
./data/1693181003292353-1.mp3, I live in Taipei and I like this area because Taipei is very convenient city. We can do a lot of things in there such as go to library or go to see movie or eat food in night market or playing game in the department store so I think Taipei have a lot of things to do so I like this.
./data/1692751298358844-1.mp3, What kind of things do you like to do on the weekends? What do you do then? Who do you do for a day? What time of day do you do the things?
./data/1692751298358887-1.mp3," Of all the apps in my phone, I absolutely love my ebook reading app. It's called ebook reader. Basically, I read a lot of books, paperback or ebooks to keep my mind sharp and also to pass time. So that's definitely my favorite. I use it during commute whenever I am traveling to some place and I have a lot of free time in hand. I read books from there. It also sometimes has in some books it has the accommodation of listening to the words like an AI is speaking out the words so it becomes like a podcast for me as well. I love it because I love reading books a lot and that helps me to save time through ebooks. I don't have to carry a paperback each time I'm outside so my phone is just enough for me to have thousands of books inside of it at the same time."
./data/1692837360255646-1.mp3," One of the most immediate reactions to the problem would be disappointment. I would be kind of disappointed that the reservation that I made hadn't been made. I would like to solve this problem by checking if there are any free reservations available for that given time period. If they're not available, I would just go to a different restaurant. And I would expect the restaurant to sort things out, help with reservations, like a new reservation for the family reunion. And if possible, I would like to have a refund for whatever was booked for the family reunion."
./data/1692837360255339-1.mp3," Well, the statement is most certainly the truth because lot of people are succeeded at the old age also. Lot of people for example, for person at the young age is trying to do something but he can't, he is unable to achieve. The same thing can be also done by an old person. People give up so easily before they act. For example, David Goggin, he is an expert athlete who runs for days without taking a rest. So people like him who never feel old, people like him who never feel old."
./data/1685683425568880-1.mp3," Australia is a large country. It has a vast landscape and it has got different geographical conditions and the landscape allows building different types of dwellings. What we can see from looking at the Australian cities and rural areas, you can see that there isn't a huge amount or a huge number of apartments available in Australia. So I would say that probably the most common type of housing in Australia is detached or semi-detached houses. Where I would prefer to live, I think I would prefer to live in a detached house surrounded by a garden area. The main reason being I love gardening. The other reason is that all my life before I moved to Australia I used to live in an apartment. So I know for a fact that I was never a big fan of living in an apartment. Living in a space that is confined and strait. And I also enjoy gardening."
./data/1692606260121710-1.mp3," I like reading spiritual books and some I like watching films like war films or I like them because they gave a message regarding love for our country and books often I read on once a week and I watch movies approximately in three or four days. Yes, my friends often prefer to watch these films and movies and we all have a great time enjoying them."
./data/1679466431414415-1.mp3, My favorite singer is Jay Chow. His music is like pop music. What I like most about their music is that his music is very catchy and usually the content is very good and I find the content very relevant to my daily life. So that's why I like Jay Chow and he's my favorite singer.
./data/1693180250539702-1.mp3, The most important character in my friends is to be very honest and to be very kind. I'm choosing these characteristics in my friends because I love people who have a very kind personality and honest. I have many friends with these characteristics because I'm choosing them because I love very kind people.
./data/1685683438541812-1.mp3," Yes, we should try to narrow the gap between the haves and the have-nots. I say yes because not everybody has the chance to have something. It will definitely impact our personal and professional life if some people have more than others or others have lesser than others."
./data/1692687270469550-1.mp3," Staying in a high altitude region where the weather is generally colder. We buy mostly woolen clothes to protect us from the colder weather and prevent cold related diseases like hypothermia. We buy such clothes mostly from the local market and it's not necessarily important to follow fashion because you don't generally have to hop on the trend. It depends mostly on the person's subject to conditions, how he's feeling at that moment and how he feels. This is comfort level."
./data/1692687270469899-1.mp3," I prefer to stay in a hotel room. The things we need to consider while choosing a hotel to stay in is number one, if the locality is safe. Number two, if the hotel provides good facilities. And number three, we have to also check if the cost is within our budget. On my last vacation I stayed in a beautiful resort in Bengaluru and the place was really good. It was outside the city in sort of a suburban area and it was really peaceful. I stayed there for three days and those were the best three days of my life."
./data/1692687270469657-1.mp3," I prefer to live in the city rather than the countryside as the cities have more facilities and amenities which the countryside lacks. However, the worst thing of living in a city is having to deal with the pollution and traffic that comes along with it."
./data/1685651809260785-1.mp3," Okay, for example, I can't speak English box, but for example, for a person who does not know how to to speak English maybe they like to do it because it's fun to learn another language that is not your native language and you can learn so many things about for example English and other languages."
./data/1692687159035537-1.mp3," To talk about friendship, friendship is something that I greatly value. The kind of friendship that I want from a person, the characteristics that I see in a good friendship are a friend should guide another friend, support him with everything he does, help him with things that he can and bring peace to his life. So by the, as we say, to guide a friend means a friend is a friend indeed. You don't always need a friend when you are happy or when you want to share something that is big. But you always need a friend to be by your side when you are in a difficult time. I do have friends with these characteristics and I am greatly happy that I do have them in my life and I thank God for it."
./data/1692687159035961-1.mp3, I would prefer to take a backpack around the world. So the advantage of this is I would get to experience and look into the world and also experience the beauty of the world. So here the advantage will also be added on that I wouldn't have to pay for all the expenses. So the transportation cost would be low. Also the disadvantages of this choice would be There Will not be a certain amount of time that I can give into my career as per se So for a year taking a vacation for a year would also mean Taking a setback from my career. So yes it has its own disadvantages as well as advantages.
./data/1685651809260894-1.mp3," I think the economy here is the biggest invention for all the people that live in Panama because we have $2 and too many countries don't have it in Latin America and they have like a peri-peak inflation in their countries. We can mention like Argentina, Mexico, Colombia and other countries from here. So we can't, yeah, we have a better economy than the other places here so the things normally are too cheap or like aren't too expensive in other countries that are here in Latin America."
./data/1692687159035217-1.mp3," I'm talking about the differences between living in a house or an apartment. In a house, it's much more comfortable than living in an apartment because we get a homely vibe from the houses. In apartments, we share a lot of neighbors which can be a disturbance to each and everybody in the house. And right now I live in house so I think I would prefer house because I've also stayed in apartments before which I didn't like because of the noises, the disturbance and many other factors so therefore I would prefer to live in a house."
./data/1692687159035869-1.mp3," Okay, I believe that the there are two options presented here one is that a person stays in the same place and then the other is that they go to different places for a better life. I believe that the second option is better because personally I think that you cannot grow to your full potential when you are in one place. You need to explore. You need to see different traditions and be around different people in order to truly know what you want to do in life. Let me give some instances. For example, I am a student who's been studying in a certain area, but then I'm doing my bachelor's. So if I would want to do my master's, I would want to go to another city or another country so that I can see how the education is there and accordingly decide what I want to do for my future. And I would also want to go to a place where I would have more employment opportunities. So if I would go abroad in my field, now if I'm doing management, I would go to a place where I would have more exposure to businesses so that I would be able to give my level best and have a successful career."
./data/1692687159035996-1.mp3," Ok, so this case presents us with two options that some people prefer to spend their entire lives in one place and some people prefer to explore more and maybe settle down in different places around the earth. So I personally believe that the second option is better because staying at one place, yes you may feel comfortable with the place you could settle but at the same time you never really explore the whole world. You never get to experience new things in your life. When you move to different places, when you move across the world, you learn a lot more about that place which helps you develop as a person. And staying in one place, yes it may be know being in your own comfort zone but again going outside your comfort zone should also be priority of people."
./data/1685651809260413-1.mp3," Well, I like to play instruments, for example, I like to play the saxophone. I am learning about that instrument. I know how to play the guitar, and I like those instruments to play. I use it in the wig all the time, especially the sets of hand because I am in the van of my school. I need to practice all the day. I usually use my cell phone to have tutorials or have something to learn for example in youtube you have learned means and lessons to practice with the instrument and it's very useful for me"
./data/1685651809260468-1.mp3," First, they have to know some things about their language because it's going to succeed them more. They do that for some important things like they have family that speak another language or they want to talk the language because they want to study or have something in other countries that speak that language."
./data/1685651809260295-1.mp3," In order to learn another language, you should always practice. You should always keep up and never give up to succeed in this because it helps you connect with other people and be able to make"
./data/1685651809260305-1.mp3, What kind of things does he or she do? Because... He can look like she is very beautiful or he is very beautiful but if they are a bad person I won't be... secure to talk with them.
./data/1685651809260553-1.mp3," Well, something that I would do differently is to study harder in my vacation and also throughout all the trimester of this year because I had a plan of studying really hard to improve my English but I'm not doing it because I was lazy and also because there were a lot of hard work. Well, I think that's just an excuse if I do want to study hard I can because I have a lot of time So what would I do about it I would probably just be hard studying harder studying more diligently from now on And yeah, why would I do it? I would do it because I really want to get into a really good university. Another reason is that I want to be an interpreter so I think it's important to improve my English. How would it be different from what you did before? Or is a huge difference? So I I were practicing my spoken English and I were reading a lot of English article I would practice my writing and also I'll practice my listening I wouldn't feel difficulty for this exam and I can get through this exam really easily and contently but well that's not what I am feeling now so I think you'll make a big difference if I've done things differently"
./data/1685977329668592-1.mp3," On my free time I usually solve my cube on my desk, in my room when I'm bored. I always try to do a new personal record and I solve the cube a lot of times then I see if I broke off, I break off or not the record."
./data/1687964058482484-1.mp3, My favorite class in school is Informatics because for me it's really interesting
./data/1685651809260972-1.mp3, I use a computer because it's so fun to use it. And I can use the computer to do homework and play games and the computer is a great object and it's so useful to do works and other assignments So use TodoWorks and another assignment.
./data/1662420268098487-1.mp3," The person who is the most important person in my country is López Obrador because he's the president of my country, Mexico. He has been made some solutions for every single necessities or problems in my country. And he has a lot of persons, interest persons, because the curriculum of these persons are political and professional qualities, has qualities for, they have qualities for a lot of functions and solve problems and is the best thing that he is made because some people in this team has the solution to all problems. And maybe he's a polemical person because he has a history in my country, but people knows that to change my country and do a lot of politics to make the changes."
./data/1687976114519479-1.mp3, I will travel with my parents to Colombia because they visit different part of the country and I think it will be different because I really want to explore and visit that part of the country and maybe I will know more about Colombia and that's what I will do
./data/1687976114519971-1.mp3, I live in Panama and my house is big and I can do here play soccer with my friends and walk in the park and play basketball with my friends and that is it
./data/1692530001326214-2.mp3," There are actually many different jobs I don't appreciate, but on the top of them all stands the retail sales worker. So it's a job which I never wanted to do. And I think the worst part of it is that usually people are quite disingenuous with the product they are selling, which they usually are required by the companies they work for to push onto other people, despite sometimes people's clear disinterest in the product they are selling. I think that people choose those jobs, people choose that kind of job usually because it pays well, and with a good amount of sales per month you can get quite a lot of money."
